(311.0, 5.6, 572.0)
(307.5, 5.8, 572.6)
(302.8, 5.2, 574.0)
(296.9, 3.2, 575.8)
(289.7, 0.0, 578.3)
(281.7, -0.9, 581.4)
(275.7, -0.9, 583.9)
(269.5, -2.8, 586.2)
(262.7, -4.4, 588.9)
(256.0, -7.3, 593.2)
(250.9, -10.6, 600.6)
(249.3, -11.6, 608.7)
(248.9, -11.7, 615.5)
(249.2, -11.9, 620.3)
(250.4, -11.7, 625.1)
(252.2, -11.5, 628.8)
(253.4, -11.5, 631.2)
(255.8, -11.7, 634.4)
(258.4, -12.1, 638.0)
(260.3, -12.3, 640.5)
(262.7, -12.5, 643.2)
(266.4, -12.2, 646.0)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(402.8, -9.9, 574.9)
(400.8, -9.9, 576.4)
(399.1, -10.0, 580.0)
(400.5, -10.2, 585.0)
(404.1, -10.5, 589.8)
(408.0, -10.7, 595.0)
(410.9, -10.6, 600.8)
(414.4, -10.2, 605.8)
(418.2, -9.8, 610.2)
(421.3, -9.5, 614.7)
(423.6, -9.1, 619.4)
(426.6, -9.1, 623.8)
(429.8, -9.0, 628.5)
(432.7, -8.8, 633.4)
(436.0, -8.8, 638.2)
(439.8, -8.3, 642.7)
(442.6, -7.0, 646.4)
(445.1, -5.9, 648.7)
(446.8, -5.0, 650.5)
(448.2, -4.4, 651.8)
(449.2, -3.8, 652.8)
(450.0, -3.4, 653.4)
(450.8, -3.0, 653.9)
(452.0, -2.7, 654.1)
(453.1, -2.3, 654.4)
(454.0, -2.0, 654.6)
(454.9, -1.7, 654.7)
(455.7, -1.3, 655.0)
(456.7, -0.9, 655.3)
(457.7, -0.6, 655.5)
(458.5, -0.3, 655.8)
(459.4, 0.1, 656.2)
(460.4, 0.4, 656.5)
(461.4, 0.7, 656.8)
(462.4, 1.1, 657.4)
(463.1, 1.5, 658.4)
(463.7, 1.9, 659.8)
(464.0, 2.3, 661.9)
(463.8, 2.9, 664.6)
(463.2, 3.6, 667.1)
(462.1, 4.4, 668.7)
(461.3, 5.0, 669.9)
(460.9, 5.4, 670.7)
(460.5, 5.8, 671.5)
(460.2, 6.2, 672.4)
(459.7, 6.6, 673.1)
(459.1, 7.0, 673.7)
(458.5, 7.4, 674.4)
(457.9, 7.7, 674.9)
(457.3, 8.1, 675.6)
(456.6, 8.5, 676.2)
(455.8, 8.9, 676.9)
(454.7, 9.2, 677.6)
(453.3, 9.7, 678.6)
(451.3, 10.0, 679.9)
(448.2, 10.2, 681.5)
(444.1, 10.3, 683.6)
(439.7, 10.7, 685.7)
(438.5, 10.9, 686.0)
(439.5, 10.6, 685.2)
(442.0, 9.9, 682.4)
(442.5, 9.7, 681.6)
(442.4, 9.7, 681.5)
(442.4, 9.7, 681.5)
(442.2, 9.7, 681.7)
(441.2, 9.9, 682.6)
(440.3, 10.1, 683.5)
(440.2, 10.1, 683.5)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(402.9, -9.9, 574.9)
(401.1, -9.9, 576.4)
(400.5, -10.0, 580.3)
(401.6, -10.3, 585.6)
(405.9, -10.5, 589.1)
(411.9, -10.7, 590.2)
(418.2, -10.7, 591.2)
(423.8, -10.7, 589.2)
(429.0, -10.7, 585.8)
(432.9, -10.7, 581.0)
(433.8, -10.7, 575.0)
(433.6, -10.7, 568.8)
(431.4, -10.7, 563.2)
(428.4, -10.7, 557.8)
(425.4, -10.7, 552.1)
(422.4, -10.7, 546.5)
(419.3, -10.7, 540.8)
(416.1, -10.7, 535.3)
(414.0, -10.7, 531.9)
(413.3, -10.7, 530.6)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(402.9, -9.9, 574.8)
(400.9, -9.9, 576.0)
(397.4, -9.7, 577.5)
(393.1, -9.3, 578.2)
(388.8, -8.5, 579.1)
(385.2, -7.7, 580.3)
(381.9, -6.8, 581.3)
(379.2, -6.0, 582.3)
(376.9, -5.3, 583.3)
(374.8, -4.6, 584.2)
(372.8, -4.0, 585.1)
(371.0, -3.4, 586.0)
(369.3, -2.8, 587.0)
(367.6, -2.3, 587.9)
(365.9, -1.8, 589.2)
(364.2, -1.2, 590.4)
(362.5, -0.6, 591.7)
(360.7, 0.0, 593.0)
(359.0, 0.6, 594.4)
(357.2, 1.1, 596.1)
(355.3, 1.7, 597.9)
(353.2, 2.2, 600.1)
(350.8, 2.6, 602.7)
(348.3, 4.1, 605.8)
(347.5, 8.5, 606.6)
(347.4, 3.7, 605.8)
(348.3, 2.9, 604.3)
(348.7, 2.9, 604.0)
(347.7, 3.4, 605.7)
(347.1, 3.5, 606.3)
(347.3, 3.4, 605.9)
(348.9, 2.9, 603.8)
(349.9, 2.8, 602.5)
(349.0, 2.8, 604.4)
(347.9, 3.5, 606.4)
(348.3, 3.2, 605.8)
(349.7, 2.7, 604.0)
(350.5, 2.6, 602.9)
(349.6, 2.7, 604.7)
(348.3, 5.8, 606.6)
(348.1, 7.4, 606.7)
(348.1, 3.8, 606.5)
(348.3, 3.6, 606.2)
(348.6, 2.9, 604.1)
(348.5, 2.8, 605.2)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(402.5, -9.9, 575.0)
(400.4, -9.9, 576.9)
(399.6, -10.1, 581.2)
(401.0, -10.3, 586.3)
(405.6, -10.5, 590.0)
(411.2, -10.7, 592.8)
(417.5, -10.7, 593.6)
(423.8, -10.7, 594.3)
(429.4, -10.7, 592.9)
(432.5, -10.7, 588.1)
(434.2, -10.7, 582.3)
(433.9, -10.7, 576.3)
(430.4, -10.7, 571.4)
(426.6, -10.7, 566.6)
(422.1, -10.7, 562.5)
(416.8, -10.7, 559.3)
(411.4, -10.5, 560.4)
(406.6, -10.1, 562.2)
(402.2, -9.4, 560.7)
(398.8, -8.7, 558.0)
(396.3, -8.3, 554.4)
(394.7, -8.2, 549.7)
(394.0, -8.1, 544.3)
(393.6, -7.9, 538.6)
(393.6, -7.9, 532.8)
(393.1, -7.9, 527.1)
(390.7, -7.3, 523.0)
(388.0, -6.7, 519.9)
(385.0, -6.3, 517.1)
(381.4, -6.1, 514.6)
(377.5, -6.4, 510.9)
(373.3, -6.7, 506.4)
(369.6, -6.4, 501.4)
(369.4, -5.8, 495.9)
(368.4, -5.2, 491.1)
(366.2, -4.7, 487.0)
(364.5, -4.7, 482.1)
(364.5, -5.1, 476.5)
(366.2, -5.7, 470.1)
(369.5, -6.8, 463.8)
(374.3, -8.5, 457.7)
(378.1, -10.5, 450.2)
(380.9, -11.8, 441.7)
(383.1, -12.9, 433.4)
(384.0, -13.3, 431.0)
(384.1, -13.4, 430.9)
(384.2, -13.4, 431.0)
(384.4, -13.4, 431.0)
(384.4, -13.3, 431.4)
(384.2, -13.2, 432.3)
(384.7, -13.5, 431.0)
(384.8, -13.4, 431.1)
(384.8, -13.4, 431.1)
(384.8, -13.4, 431.1)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(401.4, -9.9, 575.4)
(398.0, -9.7, 575.9)
(393.8, -9.2, 576.2)
(389.5, -8.5, 576.5)
(385.9, -7.5, 576.5)
(382.9, -6.6, 576.0)
(380.4, -5.9, 575.4)
(378.2, -5.2, 575.0)
(376.0, -4.6, 574.5)
(373.8, -4.0, 574.2)
(371.4, -3.4, 573.9)
(368.7, -2.8, 573.5)
(365.8, -2.2, 572.9)
(362.5, -1.7, 572.3)
(358.8, -1.3, 571.5)
(354.4, -1.1, 570.8)
(353.9, -1.1, 570.8)
(353.8, -1.0, 570.8)
(354.6, -1.1, 571.0)
(357.4, -1.2, 571.7)
(357.6, -1.2, 571.8)
(355.1, -1.1, 571.6)
(353.5, -0.5, 570.7)
(353.7, -1.0, 571.1)
(354.2, -1.1, 571.3)
(355.3, -1.1, 571.8)
(353.5, -1.0, 571.0)
(403.0, -9.9, 574.8)
(402.3, -9.9, 575.1)
(399.7, -9.9, 576.7)
(398.5, -10.0, 580.7)
(401.0, -10.2, 585.3)
(405.9, -10.5, 587.9)
(411.7, -10.6, 587.6)
(415.5, -10.6, 583.3)
(417.8, -10.6, 577.8)
(417.1, -10.6, 571.9)
(414.5, -10.6, 566.7)
(409.8, -10.4, 563.1)
(406.3, -10.0, 558.7)
(402.1, -9.2, 555.8)
(397.8, -8.6, 554.3)
(393.6, -7.9, 553.0)
(389.7, -7.0, 551.7)
(386.4, -6.2, 550.4)
(383.4, -5.4, 549.2)
(380.6, -4.6, 548.2)
(377.9, -3.9, 547.3)
(375.0, -3.3, 546.6)
(372.0, -2.6, 545.9)
(368.8, -2.0, 545.3)
(365.6, -1.3, 544.8)
(362.3, -0.7, 543.9)
(359.0, 0.0, 543.1)
(355.3, 0.4, 542.5)
(351.1, 0.7, 541.7)
(346.0, 0.5, 540.9)
(345.1, 0.9, 541.4)
(346.6, 0.6, 541.3)
(345.7, 0.5, 541.0)
(345.7, 0.5, 541.0)
(345.7, 0.5, 541.0)
(345.0, 0.4, 540.6)
(343.8, 0.2, 540.1)
(341.3, -0.1, 539.6)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(401.5, -9.9, 575.1)
(398.1, -9.7, 575.3)
(394.0, -9.2, 574.8)
(390.0, -8.4, 574.4)
(386.4, -7.5, 574.1)
(383.4, -6.6, 573.7)
(380.8, -5.8, 573.2)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(401.1, -9.9, 575.3)
(397.6, -9.6, 575.5)
(393.5, -9.1, 575.2)
(389.4, -8.3, 575.1)
(385.9, -7.5, 575.8)
(383.4, -6.9, 577.0)
(383.3, -6.8, 577.1)
(384.6, -7.2, 576.7)
(386.8, -7.8, 576.0)
(389.3, -8.3, 575.2)
(392.0, -8.8, 574.4)
(394.4, -9.1, 573.7)
(396.4, -9.4, 573.0)
(398.2, -9.5, 572.5)
(399.6, -9.6, 572.0)
(400.9, -9.7, 571.6)
(402.0, -9.8, 571.3)
(403.1, -9.9, 570.9)
(404.2, -10.0, 570.6)
(405.2, -10.0, 570.3)
(406.3, -10.1, 569.9)
(407.4, -10.2, 569.5)
(408.4, -10.3, 569.2)
(409.5, -10.4, 568.8)
(410.4, -10.4, 568.5)
(411.3, -10.5, 568.2)
(412.1, -10.5, 567.9)
(412.8, -10.5, 567.7)
(413.4, -10.5, 567.5)
(414.0, -10.6, 567.3)
(414.5, -10.6, 567.1)
(414.9, -10.6, 567.0)
(415.4, -10.6, 566.8)
(415.8, -10.6, 566.7)
(416.2, -10.6, 566.6)
(416.5, -10.6, 566.4)
(416.9, -10.6, 566.3)
(417.2, -10.6, 566.2)
(417.4, -10.6, 566.1)
(417.7, -10.7, 566.0)
(418.0, -10.7, 565.9)
(418.2, -10.7, 565.9)
(418.4, -10.7, 565.8)
(418.7, -10.7, 565.7)
(418.9, -10.7, 565.6)
(419.1, -10.7, 565.6)
(419.3, -10.7, 565.5)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(419.4, -10.7, 565.4)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
(403.0, -9.9, 574.8)
